,,TIME,1971,2000
Ghana,Non-specified (other),Biogases,0,0
Ghana,Non-specified (other),Biogasoline,0,0
Ghana,Non-specified (other),Biodiesels,0,0
Ghana,Non-specified (other),Bio jet kerosene,0,0
Ghana,Non-specified (other),Other liquid biofuels,0,0
Ghana,Non-specified (other),Non-specified primary biofuels and waste,0,0
Ghana,Non-specified (other),Charcoal,0,0
Ghana,Non-specified (other),Elec/heat output from non-specified manufactured gases,0,0
Ghana,Non-specified (other),Heat output from non-specified combustible fuels,0,0
Ghana,Non-specified (other),Nuclear,0,0
Ghana,Non-specified (other),Hydro,0,0
Ghana,Non-specified (other),Geothermal,0,0
Ghana,Non-specified (other),Solar photovoltaics,0,0
Ghana,Non-specified (other),Solar thermal,0,0
Ghana,Non-specified (other),"Tide, wave and ocean",0,0
Ghana,Non-specified (other),Wind,0,0
Ghana,Non-specified (other),Other sources,0,0
Ghana,Non-specified (other),Electricity,0,0
Ghana,Non-specified (other),Heat,0,0
Ghana,Non-specified (other),Total,0,0
Ghana,Non-specified (other),Memo: Renewables,0,0
Ghana,Non-energy use,Hard coal (if no detail),0,x
Ghana,Non-energy use,Brown coal (if no detail),0,x
Ghana,Non-energy use,Anthracite,..,0
Ghana,Non-energy use,Coking coal,..,0
Ghana,Non-energy use,Other bituminous coal,..,0
Ghana,Non-energy use,Sub-bituminous coal,..,0
Ghana,Non-energy use,Lignite,..,0
Ghana,Non-energy use,Patent fuel,0,0
Ghana,Non-energy use,Coke oven coke,0,0
Ghana,Non-energy use,Gas coke,0,0
Ghana,Non-energy use,Coal tar,0,0
Ghana,Non-energy use,BKB,0,0
Ghana,Non-energy use,Gas works gas,0,0
Ghana,Non-energy use,Coke oven gas,0,0
Ghana,Non-energy use,Blast furnace gas,0,0
Ghana,Non-energy use,Other recovered gases,0,0
Ghana,Non-energy use,Peat,0,0
Ghana,Non-energy use,Peat products,0,0
Ghana,Non-energy use,Oil shale and oil sands,0,0
Ghana,Non-energy use,Natural gas,0,0
Ghana,Non-energy use,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Non-energy use,Crude oil,0,0
Ghana,Non-energy use,Natural gas liquids,0,0
Ghana,Non-energy use,Refinery feedstocks,0,0
Ghana,Non-energy use,Additives/blending components,0,0
Ghana,Non-energy use,Other hydrocarbons,0,0
Ghana,Non-energy use,Refinery gas,0,0
Ghana,Non-energy use,Ethane,0,0
Ghana,Non-energy use,Liquefied petroleum gases (LPG),0,0
Ghana,Non-energy use,Motor gasoline excl. biofuels,0,0
Ghana,Non-energy use,Aviation gasoline,0,0
Ghana,Non-energy use,Gasoline type jet fuel,0,0
Ghana,Non-energy use,Kerosene type jet fuel excl. biofuels,0,0
Ghana,Non-energy use,Other kerosene,0,0
Ghana,Non-energy use,Gas/diesel oil excl. biofuels,0,0
Ghana,Non-energy use,Fuel oil,0,0
Ghana,Non-energy use,Naphtha,0,0
Ghana,Non-energy use,White spirit & SBP,0,0
Ghana,Non-energy use,Lubricants,18,31
Ghana,Non-energy use,Bitumen,0,6
Ghana,Non-energy use,Paraffin waxes,0,0
Ghana,Non-energy use,Petroleum coke,0,0
Ghana,Non-energy use,Other oil products,0,32
Ghana,Non-energy use,Industrial waste,0,0
Ghana,Non-energy use,Municipal waste (renewable),0,0
Ghana,Non-energy use,Municipal waste (non-renewable),0,0
Ghana,Non-energy use,Primary solid biofuels,0,0
Ghana,Non-energy use,Biogases,0,0
Ghana,Non-energy use,Biogasoline,0,0
Ghana,Non-energy use,Biodiesels,0,0
Ghana,Non-energy use,Bio jet kerosene,0,0
Ghana,Non-energy use,Other liquid biofuels,0,0
Ghana,Non-energy use,Non-specified primary biofuels and waste,0,0
Ghana,Non-energy use,Charcoal,0,0
Ghana,Non-energy use,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Non-energy use,Heat output from non-specified combustible fuels,0,0
Ghana,Non-energy use,Nuclear,0,0
Ghana,Non-energy use,Hydro,0,0
Ghana,Non-energy use,Geothermal,0,0
Ghana,Non-energy use,Solar photovoltaics,0,0
Ghana,Non-energy use,Solar thermal,0,0
Ghana,Non-energy use,"Tide, wave and ocean",0,0
Ghana,Non-energy use,Wind,0,0
Ghana,Non-energy use,Other sources,0,0
Ghana,Non-energy use,Electricity,0,0
Ghana,Non-energy use,Heat,0,0
Ghana,Non-energy use,Total,18,68
Ghana,Non-energy use,Memo: Renewables,0,0
Ghana,Non-energy use industry/transformation/energy,Hard coal (if no detail),0,x
Ghana,Non-energy use industry/transformation/energy,Brown coal (if no detail),0,x
Ghana,Non-energy use industry/transformation/energy,Anthracite,..,0
Ghana,Non-energy use industry/transformation/energy,Coking coal,..,0
Ghana,Non-energy use industry/transformation/energy,Other bituminous coal,..,0
Ghana,Non-energy use industry/transformation/energy,Sub-bituminous coal,..,0
Ghana,Non-energy use industry/transformation/energy,Lignite,..,0
Ghana,Non-energy use industry/transformation/energy,Patent fuel,0,0
Ghana,Non-energy use industry/transformation/energy,Coke oven coke,0,0
Ghana,Non-energy use industry/transformation/energy,Gas coke,0,0
Ghana,Non-energy use industry/transformation/energy,Coal tar,0,0
Ghana,Non-energy use industry/transformation/energy,BKB,0,0
Ghana,Non-energy use industry/transformation/energy,Gas works gas,0,0
Ghana,Non-energy use industry/transformation/energy,Coke oven gas,0,0
Ghana,Non-energy use industry/transformation/energy,Blast furnace gas,0,0
Ghana,Non-energy use industry/transformation/energy,Other recovered gases,0,0
Ghana,Non-energy use industry/transformation/energy,Peat,0,0
Ghana,Non-energy use industry/transformation/energy,Peat products,0,0
Ghana,Non-energy use industry/transformation/energy,Oil shale and oil sands,0,0
Ghana,Non-energy use industry/transformation/energy,Natural gas,0,0
Ghana,Non-energy use industry/transformation/energy,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Non-energy use industry/transformation/energy,Crude oil,0,0
Ghana,Non-energy use industry/transformation/energy,Natural gas liquids,0,0
Ghana,Non-energy use industry/transformation/energy,Refinery feedstocks,0,0
Ghana,Non-energy use industry/transformation/energy,Additives/blending components,0,0
Ghana,Non-energy use industry/transformation/energy,Other hydrocarbons,0,0
Ghana,Non-energy use industry/transformation/energy,Refinery gas,0,0
Ghana,Non-energy use industry/transformation/energy,Ethane,0,0
Ghana,Non-energy use industry/transformation/energy,Liquefied petroleum gases (LPG),0,0
Ghana,Non-energy use industry/transformation/energy,Motor gasoline excl. biofuels,0,0
Ghana,Non-energy use industry/transformation/energy,Aviation gasoline,0,0
Ghana,Non-energy use industry/transformation/energy,Gasoline type jet fuel,0,0
Ghana,Non-energy use industry/transformation/energy,Kerosene type jet fuel excl. biofuels,0,0
Ghana,Non-energy use industry/transformation/energy,Other kerosene,0,0
Ghana,Non-energy use industry/transformation/energy,Gas/diesel oil excl. biofuels,0,0
Ghana,Non-energy use industry/transformation/energy,Fuel oil,0,0
Ghana,Non-energy use industry/transformation/energy,Naphtha,0,0
Ghana,Non-energy use industry/transformation/energy,White spirit & SBP,0,0
Ghana,Non-energy use industry/transformation/energy,Lubricants,18,31
Ghana,Non-energy use industry/transformation/energy,Bitumen,0,6
Ghana,Non-energy use industry/transformation/energy,Paraffin waxes,0,0
Ghana,Non-energy use industry/transformation/energy,Petroleum coke,0,0
Ghana,Non-energy use industry/transformation/energy,Other oil products,0,32
Ghana,Non-energy use industry/transformation/energy,Industrial waste,0,0
Ghana,Non-energy use industry/transformation/energy,Municipal waste (renewable),0,0
Ghana,Non-energy use industry/transformation/energy,Municipal waste (non-renewable),0,0
Ghana,Non-energy use industry/transformation/energy,Primary solid biofuels,0,0
Ghana,Non-energy use industry/transformation/energy,Biogases,0,0
Ghana,Non-energy use industry/transformation/energy,Biogasoline,0,0
Ghana,Non-energy use industry/transformation/energy,Biodiesels,0,0
Ghana,Non-energy use industry/transformation/energy,Bio jet kerosene,0,0
Ghana,Non-energy use industry/transformation/energy,Other liquid biofuels,0,0
Ghana,Non-energy use industry/transformation/energy,Non-specified primary biofuels and waste,0,0
Ghana,Non-energy use industry/transformation/energy,Charcoal,0,0
Ghana,Non-energy use industry/transformation/energy,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Non-energy use industry/transformation/energy,Heat output from non-specified combustible fuels,0,0
Ghana,Non-energy use industry/transformation/energy,Nuclear,0,0
Ghana,Non-energy use industry/transformation/energy,Hydro,0,0
Ghana,Non-energy use industry/transformation/energy,Geothermal,0,0
Ghana,Non-energy use industry/transformation/energy,Solar photovoltaics,0,0
Ghana,Non-energy use industry/transformation/energy,Solar thermal,0,0
Ghana,Non-energy use industry/transformation/energy,"Tide, wave and ocean",0,0
Ghana,Non-energy use industry/transformation/energy,Wind,0,0
Ghana,Non-energy use industry/transformation/energy,Other sources,0,0
Ghana,Non-energy use industry/transformation/energy,Electricity,0,0
Ghana,Non-energy use industry/transformation/energy,Heat,0,0
Ghana,Non-energy use industry/transformation/energy,Total,18,68
Ghana,Non-energy use industry/transformation/energy,Memo: Renewables,0,0
Ghana,Non-energy use in transport,Hard coal (if no detail),0,x
Ghana,Non-energy use in transport,Brown coal (if no detail),0,x
Ghana,Non-energy use in transport,Anthracite,..,0
Ghana,Non-energy use in transport,Coking coal,..,0
Ghana,Non-energy use in transport,Other bituminous coal,..,0
Ghana,Non-energy use in transport,Sub-bituminous coal,..,0
Ghana,Non-energy use in transport,Lignite,..,0
Ghana,Non-energy use in transport,Patent fuel,0,0
Ghana,Non-energy use in transport,Coke oven coke,0,0
Ghana,Non-energy use in transport,Gas coke,0,0
Ghana,Non-energy use in transport,Coal tar,0,0
Ghana,Non-energy use in transport,BKB,0,0
Ghana,Non-energy use in transport,Gas works gas,0,0
Ghana,Non-energy use in transport,Coke oven gas,0,0
Ghana,Non-energy use in transport,Blast furnace gas,0,0
Ghana,Non-energy use in transport,Other recovered gases,0,0
Ghana,Non-energy use in transport,Peat,0,0
Ghana,Non-energy use in transport,Peat products,0,0
Ghana,Non-energy use in transport,Oil shale and oil sands,0,0
Ghana,Non-energy use in transport,Natural gas,0,0
Ghana,Non-energy use in transport,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Non-energy use in transport,Crude oil,0,0
Ghana,Non-energy use in transport,Natural gas liquids,0,0
Ghana,Non-energy use in transport,Refinery feedstocks,0,0
Ghana,Non-energy use in transport,Additives/blending components,0,0
Ghana,Non-energy use in transport,Other hydrocarbons,0,0
Ghana,Non-energy use in transport,Refinery gas,0,0
Ghana,Non-energy use in transport,Ethane,0,0
Ghana,Non-energy use in transport,Liquefied petroleum gases (LPG),0,0
Ghana,Non-energy use in transport,Motor gasoline excl. biofuels,0,0
Ghana,Non-energy use in transport,Aviation gasoline,0,0
Ghana,Non-energy use in transport,Gasoline type jet fuel,0,0
Ghana,Non-energy use in transport,Kerosene type jet fuel excl. biofuels,0,0
Ghana,Non-energy use in transport,Other kerosene,0,0
Ghana,Non-energy use in transport,Gas/diesel oil excl. biofuels,0,0
Ghana,Non-energy use in transport,Fuel oil,0,0
Ghana,Non-energy use in transport,Naphtha,0,0
Ghana,Non-energy use in transport,White spirit & SBP,0,0
Ghana,Non-energy use in transport,Lubricants,0,0
Ghana,Non-energy use in transport,Bitumen,0,0
Ghana,Non-energy use in transport,Paraffin waxes,0,0
Ghana,Non-energy use in transport,Petroleum coke,0,0
Ghana,Non-energy use in transport,Other oil products,0,0
Ghana,Non-energy use in transport,Industrial waste,0,0
Ghana,Non-energy use in transport,Municipal waste (renewable),0,0
Ghana,Non-energy use in transport,Municipal waste (non-renewable),0,0
Ghana,Non-energy use in transport,Primary solid biofuels,0,0
Ghana,Non-energy use in transport,Biogases,0,0
Ghana,Non-energy use in transport,Biogasoline,0,0
Ghana,Non-energy use in transport,Biodiesels,0,0
Ghana,Non-energy use in transport,Bio jet kerosene,0,0
Ghana,Non-energy use in transport,Other liquid biofuels,0,0
Ghana,Non-energy use in transport,Non-specified primary biofuels and waste,0,0
Ghana,Non-energy use in transport,Charcoal,0,0
Ghana,Non-energy use in transport,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Non-energy use in transport,Heat output from non-specified combustible fuels,0,0
Ghana,Non-energy use in transport,Nuclear,0,0
Ghana,Non-energy use in transport,Hydro,0,0
Ghana,Non-energy use in transport,Geothermal,0,0
Ghana,Non-energy use in transport,Solar photovoltaics,0,0
Ghana,Non-energy use in transport,Solar thermal,0,0
Ghana,Non-energy use in transport,"Tide, wave and ocean",0,0
Ghana,Non-energy use in transport,Wind,0,0
Ghana,Non-energy use in transport,Other sources,0,0
Ghana,Non-energy use in transport,Electricity,0,0
Ghana,Non-energy use in transport,Heat,0,0
Ghana,Non-energy use in transport,Total,0,0
Ghana,Non-energy use in transport,Memo: Renewables,0,0
Ghana,Non-energy use in other,Hard coal (if no detail),0,x
Ghana,Non-energy use in other,Brown coal (if no detail),0,x
Ghana,Non-energy use in other,Anthracite,..,0
Ghana,Non-energy use in other,Coking coal,..,0
Ghana,Non-energy use in other,Other bituminous coal,..,0
Ghana,Non-energy use in other,Sub-bituminous coal,..,0
Ghana,Non-energy use in other,Lignite,..,0
Ghana,Non-energy use in other,Patent fuel,0,0
Ghana,Non-energy use in other,Coke oven coke,0,0
Ghana,Non-energy use in other,Gas coke,0,0
Ghana,Non-energy use in other,Coal tar,0,0
Ghana,Non-energy use in other,BKB,0,0
Ghana,Non-energy use in other,Gas works gas,0,0
Ghana,Non-energy use in other,Coke oven gas,0,0
Ghana,Non-energy use in other,Blast furnace gas,0,0
Ghana,Non-energy use in other,Other recovered gases,0,0
Ghana,Non-energy use in other,Peat,0,0
Ghana,Non-energy use in other,Peat products,0,0
Ghana,Non-energy use in other,Oil shale and oil sands,0,0
Ghana,Non-energy use in other,Natural gas,0,0
Ghana,Non-energy use in other,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Non-energy use in other,Crude oil,0,0
Ghana,Non-energy use in other,Natural gas liquids,0,0
Ghana,Non-energy use in other,Refinery feedstocks,0,0
Ghana,Non-energy use in other,Additives/blending components,0,0
Ghana,Non-energy use in other,Other hydrocarbons,0,0
Ghana,Non-energy use in other,Refinery gas,0,0
Ghana,Non-energy use in other,Ethane,0,0
Ghana,Non-energy use in other,Liquefied petroleum gases (LPG),0,0
Ghana,Non-energy use in other,Motor gasoline excl. biofuels,0,0
Ghana,Non-energy use in other,Aviation gasoline,0,0
Ghana,Non-energy use in other,Gasoline type jet fuel,0,0
Ghana,Non-energy use in other,Kerosene type jet fuel excl. biofuels,0,0
Ghana,Non-energy use in other,Other kerosene,0,0
Ghana,Non-energy use in other,Gas/diesel oil excl. biofuels,0,0
Ghana,Non-energy use in other,Fuel oil,0,0
Ghana,Non-energy use in other,Naphtha,0,0
Ghana,Non-energy use in other,White spirit & SBP,0,0
Ghana,Non-energy use in other,Lubricants,0,0
Ghana,Non-energy use in other,Bitumen,0,0
Ghana,Non-energy use in other,Paraffin waxes,0,0
Ghana,Non-energy use in other,Petroleum coke,0,0
Ghana,Non-energy use in other,Other oil products,0,0
Ghana,Non-energy use in other,Industrial waste,0,0
Ghana,Non-energy use in other,Municipal waste (renewable),0,0
Ghana,Non-energy use in other,Municipal waste (non-renewable),0,0
Ghana,Non-energy use in other,Primary solid biofuels,0,0
Ghana,Non-energy use in other,Biogases,0,0
Ghana,Non-energy use in other,Biogasoline,0,0
Ghana,Non-energy use in other,Biodiesels,0,0
Ghana,Non-energy use in other,Bio jet kerosene,0,0
Ghana,Non-energy use in other,Other liquid biofuels,0,0
Ghana,Non-energy use in other,Non-specified primary biofuels and waste,0,0
Ghana,Non-energy use in other,Charcoal,0,0
Ghana,Non-energy use in other,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Non-energy use in other,Heat output from non-specified combustible fuels,0,0
Ghana,Non-energy use in other,Nuclear,0,0
Ghana,Non-energy use in other,Hydro,0,0
Ghana,Non-energy use in other,Geothermal,0,0
Ghana,Non-energy use in other,Solar photovoltaics,0,0
Ghana,Non-energy use in other,Solar thermal,0,0
Ghana,Non-energy use in other,"Tide, wave and ocean",0,0
Ghana,Non-energy use in other,Wind,0,0
Ghana,Non-energy use in other,Other sources,0,0
Ghana,Non-energy use in other,Electricity,0,0
Ghana,Non-energy use in other,Heat,0,0
Ghana,Non-energy use in other,Total,0,0
Ghana,Non-energy use in other,Memo: Renewables,0,0
Ghana,   Memo: Non-energy use in industry,Hard coal (if no detail),0,x
Ghana,   Memo: Non-energy use in industry,Brown coal (if no detail),0,x
Ghana,   Memo: Non-energy use in industry,Anthracite,..,0
Ghana,   Memo: Non-energy use in industry,Coking coal,..,0
Ghana,   Memo: Non-energy use in industry,Other bituminous coal,..,0
Ghana,   Memo: Non-energy use in industry,Sub-bituminous coal,..,0
Ghana,   Memo: Non-energy use in industry,Lignite,..,0
Ghana,   Memo: Non-energy use in industry,Patent fuel,0,0
Ghana,   Memo: Non-energy use in industry,Coke oven coke,0,0
Ghana,   Memo: Non-energy use in industry,Gas coke,0,0
Ghana,   Memo: Non-energy use in industry,Coal tar,0,0
Ghana,   Memo: Non-energy use in industry,BKB,0,0
Ghana,   Memo: Non-energy use in industry,Gas works gas,0,0
Ghana,   Memo: Non-energy use in industry,Coke oven gas,0,0
Ghana,   Memo: Non-energy use in industry,Blast furnace gas,0,0
Ghana,   Memo: Non-energy use in industry,Other recovered gases,0,0
Ghana,   Memo: Non-energy use in industry,Peat,0,0
Ghana,   Memo: Non-energy use in industry,Peat products,0,0
Ghana,   Memo: Non-energy use in industry,Oil shale and oil sands,0,0
Ghana,   Memo: Non-energy use in industry,Natural gas,0,0
Ghana,   Memo: Non-energy use in industry,Crude/NGL/feedstocks (if no detail),x,x
Ghana,   Memo: Non-energy use in industry,Crude oil,0,0
Ghana,   Memo: Non-energy use in industry,Natural gas liquids,0,0
Ghana,   Memo: Non-energy use in industry,Refinery feedstocks,0,0
